Retailer Name,Brand1,Brand2,Brand3,Brand4,Brand5,Brand6,Brand8,Brand9,Brand10,Brand11,Brand12,Number of Brands,Total Sales,cluster
Retailer 1832,0.0,0.0,0.0,0.0,28172.026,0.0,0.0,12948.696000000002,20191.0496,0.0,0.0,3,61311.7716,0
Retailer 1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21158.6556,0.0,0.0,1,21158.6556,3
Retailer 1835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30770.3774,0.0,0.0,1,30770.3774,3
Retailer 1837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1840,0.0,0.0,0.0,0.0,16903.2156,0.0,0.0,12948.696000000002,0.0,0.0,7425.7428,3,37277.6544,0
Retailer 1841,0.0,0.0,0.0,48147.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,56509.2036,3
Retailer 1842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1843,0.0,0.0,0.0,0.0,16903.2156,0.0,6714.983,0.0,0.0,0.0,0.0,2,23618.1986,3
Retailer 1844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1847,12345.3354,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,7052.8852,0.0,0.0,3,32346.9166,0
Retailer 1848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1849,4916.553,0.0,0.0,0.0,1346.5428,0.0,0.0,0.0,20191.0496,0.0,0.0,3,26454.1454,0
Retailer 1850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1855,0.0,0.0,0.0,0.0,15454.3396,0.0,0.0,0.0,17148.41,0.0,0.0,3,40964.6892,0
Retailer 1856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1861,0.0,0.0,0.0,0.0,22537.6208,0.0,0.0,0.0,0.0,0.0,0.0,1,22537.6208,3
Retailer 1862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1863,0.0,0.0,0.0,0.0,28172.026,0.0,0.0,12948.696000000002,0.0,0.0,0.0,2,41120.722,3
Retailer 1864,0.0,0.0,0.0,0.0,0.0,11241.454,6714.983,0.0,0.0,0.0,0.0,2,31414.266,3
Retailer 1865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1866,0.0,0.0,0.0,0.0,0.0,19271.064,0.0,0.0,0.0,0.0,0.0,1,19271.064,3
Retailer 1867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1868,4916.553,6269.6816,0.0,0.0,0.0,0.0,0.0,12948.696000000002,0.0,0.0,0.0,3,24134.9306,0
Retailer 1869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,10095.5248,18611.4708,0.0,3,41655.6916,0
Retailer 1870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1878,8230.2236,0.0,0.0,0.0,0.0,0.0,16115.9592,0.0,0.0,0.0,0.0,3,29920.8092,0
Retailer 1879,0.0,0.0,0.0,0.0,16903.2156,0.0,4028.9898,0.0,0.0,0.0,0.0,2,34390.0344,3
Retailer 1880,8230.2236,0.0,0.0,0.0,22376.522,0.0,0.0,0.0,0.0,0.0,0.0,2,30606.7456,3
Retailer 1881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1883,20575.558999999997,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,7052.8852,0.0,0.0,3,40577.1402,0
Retailer 1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1890,49381.3416,0.0,0.0,24073.632,27849.8284,0.0,0.0,12948.696000000002,0.0,0.0,0.0,5,150266.6788,2
Retailer 1891,24690.6708,0.0,0.0,0.0,23181.5094,0.0,4028.9898,12948.696000000002,15226.8762,0.0,0.0,6,135268.2792,2
Retailer 1892,12345.3354,0.0,0.0,24073.632,6278.2938,0.0,4028.9898,0.0,20674.8526,0.0,0.0,5,67401.1036,2
Retailer 1893,40313.7082,0.0,0.0,0.0,13361.575,0.0,0.0,0.0,0.0,0.0,0.0,3,95152.145,0
Retailer 1894,0.0,0.0,0.0,48147.264,6278.2938,0.0,0.0,0.0,0.0,12241.4824,14851.4856,4,81518.5258,0
Retailer 1895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1901,12345.3354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,17919.9618,3
Retailer 1902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1903,12345.3354,0.0,0.0,0.0,6278.2938,0.0,0.0,12948.696000000002,0.0,0.0,0.0,4,64687.2474,0
Retailer 1904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1906,34523.7768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32089.5638,0.0,0.0,2,66613.3406,3
Retailer 1907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1913,17261.8884,0.0,0.0,0.0,52641.3126,0.0,16115.9592,0.0,0.0,0.0,0.0,4,94381.0998,0
Retailer 1914,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24073.632,3
Retailer 1915,9833.106,0.0,0.0,0.0,16903.2156,0.0,0.0,0.0,3098.3656,0.0,0.0,4,54698.6152,0
Retailer 1916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1917,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24073.632,3
Retailer 1918,0.0,0.0,0.0,0.0,0.0,0.0,4028.9898,0.0,10579.3278,0.0,0.0,2,14608.3176,3
Retailer 1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1920,0.0,0.0,0.0,0.0,50226.3504,0.0,8057.9796,12948.696000000002,0.0,0.0,0.0,4,79594.9656,0
Retailer 1921,24690.6708,0.0,0.0,0.0,33806.4312,0.0,0.0,12948.696000000002,0.0,0.0,0.0,4,79807.7376,0
Retailer 1922,17261.8884,0.0,0.0,0.0,6278.2938,0.0,0.0,12948.696000000002,0.0,0.0,0.0,4,61352.8062,0
Retailer 1923,9833.106,0.0,0.0,0.0,0.0,0.0,8057.9796,0.0,7250.9658,0.0,0.0,3,25142.0514,0
Retailer 1924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1927,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,20191.0496,6120.7412,7425.7428,4,57811.1656,0
Retailer 1928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1936,0.0,0.0,0.0,0.0,33806.4312,0.0,4028.9898,0.0,0.0,0.0,0.0,3,70950.3432,0
Retailer 1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1938,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,17830.2936,0.0,0.0,2,41903.9256,3
Retailer 1939,70147.8888,0.0,0.0,0.0,6278.2938,0.0,8057.9796,0.0,30770.3774,0.0,0.0,5,140118.4676,2
Retailer 1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1941,17261.8884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12556.5876,0.0,0.0,3,38180.4156,0
Retailer 1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1943,37036.0062,0.0,0.0,0.0,85642.7564,0.0,1342.9966,0.0,0.0,0.0,0.0,4,182000.6094,0
Retailer 1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1945,0.0,0.0,0.0,0.0,4185.5292,0.0,0.0,0.0,0.0,0.0,0.0,1,4185.5292,3
Retailer 1946,0.0,0.0,0.0,0.0,6278.2938,0.0,4028.9898,25897.392000000003,0.0,0.0,0.0,3,36204.6756,0
Retailer 1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5931.7794,0.0,0.0,1,5931.7794,3
Retailer 1948,55936.7456,0.0,0.0,0.0,19639.8688,0.0,0.0,0.0,10579.3278,0.0,0.0,4,127632.804,0
Retailer 1949,12345.3354,0.0,0.0,0.0,33323.1348,0.0,0.0,0.0,0.0,0.0,0.0,3,62281.404,0
Retailer 1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1956,17261.8884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21158.6556,0.0,0.0,2,38420.544,3
Retailer 1957,0.0,0.0,0.0,0.0,33806.4312,0.0,0.0,12948.696000000002,50644.802,0.0,0.0,3,97399.9292,0
Retailer 1958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1959,24690.6708,0.0,0.0,0.0,16903.2156,0.0,0.0,0.0,0.0,0.0,0.0,3,49955.825999999994,0
Retailer 1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1965,3277.702,0.0,0.0,0.0,6278.2938,0.0,1342.9966,0.0,10151.2508,0.0,0.0,4,21050.2432,0
Retailer 1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1967,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24073.632,3
Retailer 1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1977,0.0,0.0,0.0,0.0,16903.2156,0.0,5371.9864,0.0,42668.8916,0.0,0.0,4,73306.0332,0
Retailer 1978,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24073.632,3
Retailer 1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42668.8916,0.0,0.0,1,42668.8916,3
Retailer 1982,0.0,0.0,0.0,24073.632,16903.2156,0.0,0.0,0.0,0.0,0.0,0.0,2,40976.8476,3
Retailer 1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1985,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,24838.597999999998,0.0,0.0,2,48912.23,3
Retailer 1986,0.0,0.0,0.0,48147.264,0.0,0.0,4028.9898,0.0,0.0,0.0,0.0,2,52176.2538,3
Retailer 1987,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,25897.392000000003,0.0,0.0,0.0,2,49971.024000000005,3
Retailer 1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1989,0.0,0.0,0.0,0.0,16903.2156,0.0,0.0,12948.696000000002,0.0,0.0,0.0,3,71328.7734,0
Retailer 1990,0.0,0.0,0.0,0.0,33806.4312,0.0,2685.9932,25897.392000000003,4647.5484,0.0,0.0,5,116876.1662,2
Retailer 1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2002,24690.6708,0.0,0.0,0.0,0.0,0.0,4028.9898,0.0,20674.8526,0.0,0.0,4,66007.447,0
Retailer 2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2004,0.0,0.0,0.0,0.0,57309.6316,0.0,4028.9898,0.0,4647.5484,0.0,0.0,3,65986.1698,0
Retailer 2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2015,59214.4476,0.0,0.0,0.0,23181.5094,0.0,8057.9796,0.0,23345.1412,0.0,0.0,5,127624.6984,2
Retailer 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2018,17261.8884,0.0,0.0,0.0,21088.7448,0.0,0.0,12948.696000000002,10579.3278,0.0,0.0,4,61878.657,0
Retailer 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2031,0.0,0.0,0.0,24073.632,0.0,0.0,8057.9796,12948.696000000002,0.0,12241.4824,22277.2284,6,93424.63900000001,2
Retailer 2032,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,57299.4996,3
Retailer 2033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2049,17261.8884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10579.3278,0.0,0.0,2,27841.2162,3
Retailer 2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
Retailer 2055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
